"id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age","adopt"
"A705862",1,"06/23/2015 09:00:00 AM","Transfer","06/22/2015 11:43:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,0
"A703747",32,"06/29/2015 02:11:00 PM","Transfer","05/28/2015 01:32:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",36,0
"A726278",19,"05/28/2016 03:53:00 PM","Transfer","05/09/2016 11:28:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",4,0
"A757527",5,"09/08/2017 06:32:00 PM","Transfer","09/03/2017 02:36:00 PM","Stray","Domestic Shorthair Mix","White/Blue",3,0
"A675523",3,"03/31/2014 06:41:00 PM","Adoption","03/28/2014 02:10:00 PM","Owner Surrender","Domestic Longhair Mix","Black/Silver",36,1
"A760378",3,"10/20/2017 09:38:00 PM","Adoption","10/17/2017 01:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",5,1
"A701609",5,"05/07/2015 12:50:00 PM","Transfer","05/02/2015 11:03:00 AM","Stray","Domestic Shorthair Mix","Calico/Black",12,0
"A752939",32,"07/31/2017 12:51:00 PM","Adoption","06/29/2017 11:35:00 AM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",1,1
"A708401",47,"09/12/2015 05:46:00 PM","Adoption","07/27/2015 01:54:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A711201",1,"09/04/2015 09:00:00 AM","Transfer","09/03/2015 02:00:00 PM","Stray","Domestic Shorthair Mix","Black",4,0
"A723629",2,"04/06/2016 06:36:00 PM","Transfer","04/04/2016 11:43:00 AM","Stray","Domestic Shorthair Mix","Blue",1,0
"A707169",1,"07/10/2015 09:00:00 AM","Transfer","07/09/2015 07:18:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",36,0
"A735562",1,"09/26/2016 09:00:00 AM","Transfer","09/25/2016 02:50:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A760396",20,"11/06/2017 05:48:00 PM","Transfer","10/17/2017 03:51:00 PM","Stray","Domestic Shorthair Mix","White/Brown Tabby",3,0
"A750234",3,"05/27/2017 01:32:00 PM","Transfer","05/24/2017 03:59:00 PM","Stray","Domestic Shorthair Mix","Silver Tabby",24,0
"A667329",5,"11/21/2013 01:34:00 PM","Adoption","11/16/2013 12:00:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",4,1
"A769246",4,"04/06/2018 03:27:00 PM","Transfer","04/02/2018 12:17:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",12,0
"A751975",5,"06/21/2017 10:57:00 AM","Transfer","06/16/2017 11:00:00 AM","Stray","Domestic Shorthair Mix","Blue/White",12,0
"A713889",70,"12/23/2015 01:43:00 PM","Transfer","10/14/2015 03:57:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A760901",5,"10/30/2017 09:18:00 PM","Adoption","10/25/2017 04:13:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A737551",60,"12/30/2016 09:30:00 AM","Transfer","10/31/2016 01:57:00 PM","Stray","Domestic Shorthair Mix","Black/White",36,0
"A713723",4,"10/15/2015 03:19:00 PM","Transfer","10/11/2015 03:31:00 PM","Stray","Persian Mix","Black/White",36,0
"A753598",3,"07/11/2017 07:03:00 PM","Transfer","07/08/2017 02:29:00 PM","Stray","Maine Coon Mix","Brown Tabby",24,0
"A727643",74,"08/06/2016 05:55:00 PM","Adoption","05/24/2016 12:08:00 PM","Stray","Domestic Shorthair Mix","Black",2,1
"A713615",8,"10/17/2015 11:34:00 AM","Adoption","10/09/2015 03:44:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",2,1
"A722745",12,"04/02/2016 02:35:00 PM","Adoption","03/21/2016 04:34:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico",24,1
"A707135",1,"07/09/2015 09:00:00 AM","Transfer","07/08/2015 02:09:00 PM","Stray","Snowshoe Mix","Blue Point",2,0
"A669143",9,"12/24/2013 03:41:00 PM","Adoption","12/15/2013 03:59:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",1,1
"A747513",4,"04/24/2017 07:07:00 PM","Transfer","04/20/2017 04:26:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",12,0
"A700959",217,"11/24/2015 05:49:00 PM","Adoption","04/21/2015 05:37:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",36,1
"A745424",6,"03/23/2017 04:44:00 PM","Transfer","03/17/2017 03:23:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",24,0
"A691775",5,"11/14/2014 01:43:00 PM","Transfer","11/09/2014 02:04:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,0
"A713165",28,"10/31/2015 01:41:00 PM","Died","10/03/2015 01:03:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",6,0
"A730130",8,"07/07/2016 11:09:00 AM","Transfer","06/29/2016 10:48:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A705109",16,"06/29/2015 05:44:00 PM","Adoption","06/13/2015 11:54:00 AM","Stray","Domestic Longhair Mix","Blue",1,1
"A730904",87,"10/07/2016 01:51:00 PM","Adoption","07/12/2016 04:30:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",24,1
"A691696",7,"11/15/2014 06:23:00 PM","Adoption","11/08/2014 11:45:00 AM","Stray","Domestic Shorthair Mix","Blue/White",6,1
"A770536",3,"04/24/2018 07:50:00 PM","Transfer","04/21/2018 11:10:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",9,0
"A758387",13,"09/28/2017 06:38:00 PM","Transfer","09/15/2017 02:11:00 PM","Public Assist","Domestic Medium Hair Mix","Orange Tabby/White",12,0
"A767104",4,"02/27/2018 06:41:00 PM","Adoption","02/23/2018 03:21:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",24,1
"A755478",2,"08/05/2017 12:00:00 AM","Transfer","08/03/2017 06:39:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",4,0
"A759348",21,"10/21/2017 10:55:00 AM","Transfer","09/30/2017 04:58:00 PM","Stray","Domestic Shorthair Mix","Tortie",2,0
"A666968",29,"12/09/2013 07:50:00 PM","Adoption","11/10/2013 01:18:00 PM","Owner Surrender","Snowshoe Mix","Seal Point",108,1
"A678248",15,"05/21/2014 05:37:00 PM","Transfer","05/06/2014 01:30:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby",4,0
"A717042",5,"12/06/2015 12:02:00 PM","Transfer","12/01/2015 11:25:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby",2,0
"A682592",12,"07/12/2014 03:14:00 PM","Adoption","06/30/2014 11:18:00 AM","Stray","Domestic Shorthair Mix","Calico",2,1
"A740257",1,"12/14/2016 08:06:00 AM","Transfer","12/13/2016 04:25:00 PM","Stray","Domestic Shorthair Mix","Black",3,0
"A693924",4,"12/20/2014 05:07:00 PM","Adoption","12/16/2014 05:48:00 PM","Stray","Siamese Mix","Seal Point",1,1
"A728799",6,"06/14/2016 04:07:00 PM","Adoption","06/08/2016 05:47:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A733502",160,"01/29/2017 03:08:00 PM","Adoption","08/22/2016 05:34:00 PM","Stray","Domestic Medium Hair Mix","Black",1,1
"A730992",1,"07/15/2016 09:00:00 AM","Transfer","07/14/2016 12:33:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",2,0
"A703448",31,"06/24/2015 12:23:00 PM","Transfer","05/24/2015 06:44:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",3,0
"A767910",16,"03/25/2018 03:10:00 PM","Adoption","03/09/2018 11:21:00 AM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby",36,1
"A752406",1,"06/22/2017 12:09:00 PM","Transfer","06/21/2017 05:27:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby",2,0
"A710896",1,"08/30/2015 09:00:00 AM","Transfer","08/29/2015 02:02:00 PM","Stray","Domestic Shorthair Mix","Black/White",5,0
"A703387",38,"07/01/2015 07:37:00 AM","Adoption","05/24/2015 11:47:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",1,1
"A674160",20,"03/28/2014 05:42:00 PM","Euthanasia","03/08/2014 01:52:00 PM","Public Assist","Domestic Shorthair Mix","Calico",108,0
"A695589",1,"01/19/2015 09:00:00 AM","Transfer","01/18/2015 03:15:00 PM","Stray","Domestic Shorthair Mix","Black",12,0
"A736972",6,"11/25/2016 05:33:00 PM","Adoption","11/19/2016 06:06:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,1
"A732643",10,"08/21/2016 03:51:00 PM","Adoption","08/11/2016 11:32:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A684280",4,"07/25/2014 04:50:00 PM","Transfer","07/21/2014 02:27:00 PM","Stray","Domestic Shorthair Mix","Black/White",5,0
"A708400",47,"09/12/2015 05:46:00 PM","Adoption","07/27/2015 01:54:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1,1
"A700695",45,"06/02/2015 09:37:00 AM","Adoption","04/18/2015 11:56:00 AM","Stray","Domestic Medium Hair Mix","Blue Tabby/White",4,1
"A770869",35,NA,"Censored","04/26/2018 02:25:00 PM","Stray","Domestic Shorthair Mix","Black",4,0
"A664290",68,"12/08/2013 02:58:00 PM","Adoption","10/01/2013 04:05:00 PM","Stray","Domestic Shorthair Mix","Tortie",4,1
"A721967",32,"04/09/2016 12:53:00 PM","Adoption","03/08/2016 01:34:00 PM","Stray","Domestic Shorthair Mix","Black/White",60,1
"A669728",1,"12/27/2013 11:13:00 AM","Euthanasia","12/26/2013 02:42:00 PM","Owner Surrender","Domestic Longhair Mix","Black",156,0
"A733743",4,"08/30/2016 02:10:00 PM","Transfer","08/26/2016 02:35:00 PM","Stray","Domestic Shorthair Mix","White",4,0
"A766284",21,"02/26/2018 10:39:00 AM","Adoption","02/05/2018 06:11:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",2,1
"A728465",63,"08/06/2016 06:15:00 PM","Adoption","06/04/2016 02:21:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",3,1
"A747681",4,"04/27/2017 01:18:00 PM","Transfer","04/23/2017 02:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A692787",1,"11/26/2014 01:05:00 PM","Transfer","11/25/2014 03:40:00 PM","Stray","Domestic Shorthair Mix","Calico",1,0
"A678083",70,"07/12/2014 03:57:00 PM","Adoption","05/03/2014 04:18:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",4,1
"A724048",57,"06/07/2016 05:53:00 PM","Adoption","04/11/2016 11:26:00 AM","Stray","Domestic Shorthair Mix","Black",3,1
"A703949",31,"06/30/2015 03:32:00 PM","Adoption","05/30/2015 04:28:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby",4,1
"A728654",4,"06/10/2016 06:42:00 PM","Adoption","06/06/2016 04:18:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby",2,1
"A752025",44,"07/30/2017 01:25:00 PM","Transfer","06/16/2017 03:01:00 PM","Stray","Domestic Shorthair Mix","Black/White",2,0
"A752894",4,"07/02/2017 12:28:00 PM","Transfer","06/28/2017 04:32:00 PM","Stray","Domestic Shorthair Mix","Blue",36,0
"A731531",55,"09/16/2016 12:00:00 AM","Adoption","07/23/2016 03:07:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,1
"A703172",4,"05/25/2015 03:33:00 PM","Transfer","05/21/2015 11:02:00 AM","Stray","Domestic Shorthair Mix","Blue",2,0
"A726624",132,"09/21/2016 01:25:00 PM","Missing","05/12/2016 04:45:00 PM","Stray","Domestic Shorthair Mix","Black/White",12,0
"A709989",11,"08/26/2015 01:15:00 PM","Transfer","08/15/2015 02:08:00 PM","Stray","Domestic Shorthair Mix","Black/White",1,0
"A713365",38,"11/13/2015 11:53:00 AM","Transfer","10/06/2015 10:19:00 AM","Owner Surrender","Domestic Shorthair Mix","Black/White",5,0
"A691428",1,"11/05/2014 09:00:00 AM","Transfer","11/04/2014 12:10:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4,0
"A711859",59,"11/10/2015 07:29:00 PM","Adoption","09/12/2015 05:27:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A737386",19,"11/14/2016 02:44:00 PM","Transfer","10/26/2016 07:01:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",12,0
"A771379",5,"05/08/2018 11:25:00 AM","Transfer","05/03/2018 11:00:00 PM","Stray","Domestic Shorthair Mix","Gray Tabby",2,0
"A722342",61,"05/15/2016 03:28:00 PM","Adoption","03/15/2016 06:53:00 AM","Stray","Domestic Shorthair","Black",96,1
"A680226",3,"06/03/2014 05:40:00 PM","Adoption","05/31/2014 11:02:00 AM","Owner Surrender","Domestic Shorthair Mix","Calico",1,1
"A706774",1,"07/05/2015 09:00:00 AM","Transfer","07/04/2015 12:09:00 PM","Stray","Domestic Shorthair Mix","Black",24,0
"A758915",29,"10/22/2017 11:35:00 AM","Adoption","09/23/2017 05:12:00 PM","Owner Surrender","Siamese Mix","Lilac Point",24,1
"A679589",32,"06/24/2014 02:24:00 PM","Adoption","05/23/2014 12:48:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",120,1
"A697928",50,"04/22/2015 10:14:00 AM","Adoption","03/03/2015 06:20:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",2,1
"A705099",9,"06/22/2015 12:58:00 PM","Transfer","06/13/2015 11:12:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A673522",14,"02/27/2014 11:19:00 AM","Transfer","02/13/2014 11:07:00 AM","Stray","Domestic Shorthair Mix","Black",0,0
"A742272",5,"01/23/2017 03:34:00 PM","Adoption","01/18/2017 04:03:00 PM","Stray","Domestic Shorthair Mix","White/Brown Tabby",4,1
"A739879",1,"12/09/2016 09:00:00 AM","Transfer","12/08/2016 01:24:00 PM","Stray","Domestic Shorthair Mix","Blue",12,0
"A727089",49,"07/06/2016 06:42:00 PM","Adoption","05/18/2016 11:06:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A684047",4,"07/22/2014 07:12:00 AM","Transfer","07/18/2014 04:15:00 PM","Stray","Siamese Mix","Seal Point",1,0
"A733282",8,"08/27/2016 06:08:00 PM","Adoption","08/19/2016 04:40:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",4,1
"A688655",43,"11/04/2014 11:32:00 AM","Adoption","09/22/2014 10:43:00 AM","Stray","Domestic Shorthair Mix","Calico",1,1
"A683102",5,"07/12/2014 08:29:00 PM","Adoption","07/07/2014 12:29:00 PM","Stray","Domestic Medium Hair Mix","Lynx Point/White",1,1
"A684826",8,"08/06/2014 02:23:00 PM","Transfer","07/29/2014 11:42:00 AM","Stray","Domestic Shorthair Mix","Black/White",4,0
"A666074",4,"10/30/2013 03:14:00 PM","Transfer","10/26/2013 02:45:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4,0
"A752065",42,"07/29/2017 01:17:00 PM","Transfer","06/17/2017 12:43:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,0
"A752067",42,"07/29/2017 01:17:00 PM","Transfer","06/17/2017 12:43:00 PM","Stray","Domestic Shorthair Mix","Calico",1,0
"A745884",4,"03/29/2017 07:14:00 PM","Adoption","03/25/2017 03:52:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A680325",36,"07/07/2014 12:27:00 PM","Transfer","06/01/2014 03:01:00 PM","Stray","Domestic Shorthair Mix","Black",1,0
"A745598",1,"03/21/2017 09:00:00 AM","Transfer","03/20/2017 05:43:00 PM","Stray","Domestic Shorthair Mix","Blue/White",5,0
"A755215",11,"08/11/2017 05:59:00 PM","Transfer","07/31/2017 12:20:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1,0
"A760724",4,"10/27/2017 09:46:00 PM","Adoption","10/23/2017 08:56:00 AM","Stray","Snowshoe Mix","Seal Point",5,1
"A671919",17,"02/18/2014 11:48:00 AM","Adoption","02/01/2014 12:02:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby/White",2,1
"A664001",3,"11/27/2013 04:09:00 PM","Adoption","11/24/2013 11:25:00 AM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",6,1
"A740858",2,"12/26/2016 01:05:00 PM","Died","12/24/2016 11:56:00 AM","Stray","Domestic Shorthair Mix","Tortie",1,0
"A753162",31,"08/02/2017 01:06:00 PM","Adoption","07/02/2017 01:50:00 PM","Stray","Domestic Shorthair","Calico",12,1
"A763600",1,"12/12/2017 02:03:00 PM","Transfer","12/11/2017 04:24:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A705402",10,"06/26/2015 12:10:00 PM","Transfer","06/16/2015 06:37:00 PM","Stray","Domestic Shorthair Mix","Blue",3,0
"A686311",12,"08/31/2014 01:41:00 PM","Adoption","08/19/2014 11:28:00 PM","Stray","Domestic Shorthair Mix","Black",1,1
"A718461",11,"01/10/2016 08:59:00 AM","Adoption","12/30/2015 04:13:00 PM","Stray","Domestic Shorthair Mix","Black/White",48,1
"A758369",8,"09/23/2017 03:31:00 PM","Adoption","09/15/2017 12:30:00 PM","Public Assist","Domestic Shorthair Mix","Black/White",24,1
"A754508",62,"09/21/2017 06:46:00 PM","Adoption","07/21/2017 02:13:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1,1
"A706589",7,"07/07/2015 01:36:00 PM","Transfer","06/30/2015 05:23:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby/White",1,0
"A725621",1,"05/02/2016 12:44:00 PM","Transfer","05/01/2016 08:11:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby/White",2,0
"A710292",1,"08/21/2015 09:00:00 AM","Transfer","08/20/2015 06:28:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby",4,0
"A666869",88,"02/04/2014 02:44:00 PM","Transfer","11/08/2013 01:13:00 PM","Public Assist","Domestic Shorthair Mix","Brown Tabby",12,0
"A756785",76,"11/09/2017 04:12:00 PM","Adoption","08/25/2017 11:49:00 AM","Stray","Domestic Shorthair Mix","Black",3,1
"A742904",12,"02/11/2017 05:24:00 PM","Adoption","01/30/2017 03:45:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",12,1
"A685678",1,"08/12/2014 09:00:00 AM","Transfer","08/11/2014 11:04:00 AM","Stray","Domestic Shorthair Mix","Black",12,0
"A733138",56,"10/12/2016 12:29:00 PM","Adoption","08/17/2016 06:11:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,1
"A766389",31,"03/11/2018 01:31:00 PM","Transfer","02/08/2018 11:45:00 AM","Stray","Domestic Shorthair Mix","Black",36,0
"A682825",5,"07/08/2014 02:48:00 PM","Transfer","07/03/2014 03:35:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",2,0
"A754074",30,"08/14/2017 03:26:00 PM","Transfer","07/15/2017 11:06:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1,0
"A688473",58,"11/16/2014 04:14:00 PM","Adoption","09/19/2014 02:28:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",1,1
"A669750",8,"01/03/2014 05:19:00 PM","Transfer","12/26/2013 06:23:00 PM","Owner Surrender","Domestic Shorthair Mix","Torbie",12,0
"A708541",1,"07/30/2015 09:00:00 AM","Transfer","07/29/2015 11:13:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12,0
"A691169",1,"10/31/2014 09:00:00 AM","Transfer","10/30/2014 05:48:00 PM","Stray","Domestic Longhair Mix","Brown Tabby/White",9,0
"A734421",6,"09/12/2016 12:46:00 PM","Transfer","09/06/2016 12:46:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3,0
"A696997",1,"02/17/2015 09:00:00 AM","Transfer","02/16/2015 11:29:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4,0
"A704090",85,"08/25/2015 08:47:00 AM","Adoption","06/01/2015 02:17:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A719441",6,"01/26/2016 06:41:00 PM","Transfer","01/20/2016 08:23:00 AM","Stray","Domestic Longhair Mix","Black",36,0
"A706643",5,"07/06/2015 06:46:00 PM","Adoption","07/01/2015 12:26:00 PM","Stray","Domestic Medium Hair Mix","Black",2,1
"A768137",5,"03/18/2018 06:10:00 PM","Transfer","03/13/2018 02:41:00 PM","Stray","Domestic Longhair Mix","Blue",24,0
"A694450",1,"12/29/2014 10:55:00 AM","Transfer","12/28/2014 06:26:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",3,0
"A742276",1,"01/19/2017 09:00:00 AM","Transfer","01/18/2017 04:32:00 PM","Stray","Domestic Medium Hair Mix","Calico",6,0
"A749501",6,"05/21/2017 04:38:00 PM","Adoption","05/15/2017 05:41:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",2,1
"A754233",35,"08/21/2017 05:08:00 PM","Adoption","07/17/2017 04:02:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",2,1
"A667607",6,"11/26/2013 03:29:00 PM","Transfer","11/20/2013 12:29:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",24,0
"A721728",1,"03/03/2016 01:17:00 PM","Transfer","03/02/2016 09:08:00 PM","Stray","Domestic Shorthair Mix","Tortie",2,0
"A693219",1,"12/05/2014 09:00:00 AM","Transfer","12/04/2014 11:20:00 AM","Stray","Domestic Shorthair Mix","Black",2,0
"A683526",3,"07/14/2014 03:24:00 PM","Transfer","07/11/2014 02:48:00 PM","Stray","Domestic Medium Hair","Blue Tabby/White",5,0
"A682373",11,"07/08/2014 01:46:00 PM","Adoption","06/27/2014 11:01:00 AM","Stray","Domestic Shorthair Mix","Orange/White",1,1
"A671113",7,"01/25/2014 05:54:00 PM","Adoption","01/18/2014 02:33:00 PM","Stray","Domestic Medium Hair Mix","Cream Tabby",5,1
"A671236",3,"01/24/2014 12:57:00 PM","Adoption","01/21/2014 01:30:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",5,1
"A761014",49,"12/15/2017 06:25:00 AM","Adoption","10/27/2017 05:50:00 PM","Stray","Domestic Shorthair Mix","Black",4,1
"A653346",4,"10/28/2013 03:33:00 PM","Transfer","10/24/2013 01:17:00 PM","Stray","Domestic Shorthair Mix","Tortie",24,0
"A709384",1,"08/09/2015 09:00:00 AM","Transfer","08/08/2015 12:20:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",4,0
"A706667",63,"09/02/2015 10:40:00 AM","Adoption","07/01/2015 05:02:00 PM","Stray","Domestic Shorthair Mix","Black/White",4,1
"A687212",46,"10/18/2014 04:07:00 PM","Adoption","09/02/2014 11:52:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby",4,1
"A711996",1,"09/16/2015 09:00:00 AM","Transfer","09/15/2015 11:05:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",6,0
"A728099",15,"06/15/2016 03:24:00 PM","Transfer","05/31/2016 07:36:00 AM","Stray","Domestic Shorthair Mix","Torbie",72,0
"A688609",45,"11/05/2014 04:31:00 PM","Adoption","09/21/2014 12:30:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1,1
"A745656",2,"03/23/2017 08:42:00 AM","Transfer","03/21/2017 04:21:00 PM","Stray","Domestic Medium Hair Mix","Black",1,0
"A740302",1,"12/15/2016 03:35:00 PM","Transfer","12/14/2016 03:53:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2,0
"A760012",5,"10/16/2017 12:45:00 PM","Transfer","10/11/2017 12:55:00 PM","Stray","Domestic Shorthair Mix","Calico",12,0
"A729111",51,"08/03/2016 11:45:00 AM","Adoption","06/13/2016 04:15:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,1
"A749021",1,"05/11/2017 11:59:00 AM","Transfer","05/10/2017 11:09:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3,0
"A700716",1,"04/19/2015 09:00:00 AM","Transfer","04/18/2015 03:26:00 PM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",12,0
"A761371",4,"11/07/2017 05:21:00 PM","Adoption","11/03/2017 03:15:00 PM","Stray","Siamese Mix","Seal Point",4,1
